epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1120.96,1.25304,1.18941,0.01008,0.79113,0.66843,0.76477,0.50246,1.26227,1.15361,0.01561,0.0054955,0.0054955,0.0054955
184,1128.25,1.2751,1.14074,0.01063,0.81885,0.62565,0.73851,0.48356,1.31286,1.24975,0.01648,0.00547075,0.00547075,0.00547075
185,1133.5,1.24576,1.14315,0.01055,0.84245,0.65398,0.77463,0.52484,1.25384,1.09545,0.01508,0.005446,0.005446,0.005446
186,1138.9,1.26203,1.14133,0.01116,0.81564,0.62284,0.72505,0.48423,1.33256,1.25187,0.01585,0.00542125,0.00542125,0.00542125
187,1145.91,1.22748,1.11877,0.01042,0.80196,0.64454,0.75757,0.51698,1.24843,1.19788,0.01484,0.0053965,0.0053965,0.0053965
188,1151.22,1.29889,1.1309,0.01064,0.74993,0.6641,0.7551,0.50175,1.28999,1.18292,0.01505,0.00537175,0.00537175,0.00537175
189,1158.17,1.28755,1.14643,0.01103,0.7793,0.63322,0.72873,0.47707,1.36526,1.25613,0.01596,0.005347,0.005347,0.005347
190,1163.74,1.2781,1.16632,0.0105,0.80575,0.60283,0.73123,0.49059,1.31833,1.2607,0.01507,0.00532225,0.00532225,0.00532225
191,1169.18,1.26423,1.1043,0.01021,0.75899,0.66436,0.74605,0.49114,1.35153,1.2098,0.01574,0.0052975,0.0052975,0.0052975
192,1176.46,1.27281,1.13133,0.01124,0.76936,0.58865,0.69357,0.46095,1.4009,1.38356,0.01646,0.00527275,0.00527275,0.00527275
193,1181.72,1.28396,1.12751,0.01014,0.81698,0.63328,0.76523,0.50741,1.29318,1.12375,0.01493,0.005248,0.005248,0.005248
194,1188.65,1.24795,1.12957,0.01079,0.81766,0.60554,0.74291,0.49754,1.30863,1.21918,0.01648,0.00522325,0.00522325,0.00522325
195,1194.3,1.27919,1.14938,0.01099,0.82801,0.6263,0.72227,0.47693,1.38577,1.33544,0.01692,0.0051985,0.0051985,0.0051985
196,1199.9,1.23869,1.09715,0.01046,0.89557,0.58824,0.72844,0.4846,1.37822,1.34367,0.01669,0.00517375,0.00517375,0.00517375
197,1206.95,1.25677,1.12855,0.0109,0.85698,0.64277,0.75552,0.50198,1.30403,1.14585,0.01589,0.005149,0.005149,0.005149
198,1212.37,1.23559,1.09427,0.01073,0.85383,0.6266,0.74721,0.50288,1.26029,1.15799,0.01506,0.00512425,0.00512425,0.00512425
199,1219.19,1.23946,1.11302,0.01046,0.80454,0.62669,0.73663,0.50569,1.24057,1.15764,0.01489,0.0050995,0.0050995,0.0050995
200,1224.98,1.18508,1.06624,0.01007,0.82422,0.60208,0.70993,0.49199,1.28901,1.28841,0.0151,0.00507475,0.00507475,0.00507475
201,1230.46,1.24843,1.12677,0.01067,0.78113,0.64215,0.7305,0.50578,1.29635,1.20073,0.01545,0.00505,0.00505,0.00505
202,1237.53,1.22754,1.06535,0.01037,0.85977,0.62284,0.74917,0.5212,1.25157,1.18678,0.01512,0.00502525,0.00502525,0.00502525
203,1242.97,1.24065,1.07922,0.01045,0.79779,0.6553,0.76411,0.53576,1.22427,1.13268,0.01468,0.0050005,0.0050005,0.0050005
204,1250.25,1.2526,1.08999,0.01074,0.83797,0.6263,0.76015,0.51232,1.26529,1.16058,0.01522,0.00497575,0.00497575,0.00497575
205,1255.74,1.20697,1.03454,0.01026,0.80954,0.67653,0.78171,0.5352,1.28153,1.05882,0.01547,0.004951,0.004951,0.004951
206,1261.83,1.24043,1.08823,0.01003,0.80928,0.6782,0.77724,0.53868,1.24696,1.08884,0.01461,0.00492625,0.00492625,0.00492625
207,1268.6,1.1918,1.06294,0.01008,0.83893,0.61938,0.75686,0.51418,1.2901,1.16197,0.01593,0.0049015,0.0049015,0.0049015
208,1273.99,1.2176,1.0375,0.01004,0.7646,0.69682,0.76644,0.51784,1.26187,1.11875,0.01519,0.00487675,0.00487675,0.00487675
209,1281.25,1.21992,1.05846,0.0098,0.84303,0.6504,0.7673,0.51942,1.25258,1.09498,0.01529,0.004852,0.004852,0.004852
210,1286.59,1.24289,1.06271,0.01079,0.79951,0.67612,0.77442,0.531,1.22427,1.08615,0.01466,0.00482725,0.00482725,0.00482725
211,1292.16,1.23602,1.05877,0.01058,0.80199,0.65869,0.74637,0.50829,1.26408,1.21258,0.01524,0.0048025,0.0048025,0.0048025
212,1299.38,1.22243,1.05602,0.01035,0.82793,0.6436,0.76638,0.52352,1.24897,1.08741,0.01518,0.00477775,0.00477775,0.00477775
213,1304.9,1.20482,1.04679,0.01021,0.80169,0.67474,0.76351,0.52611,1.25521,1.09478,0.0154,0.004753,0.004753,0.004753
214,1312.09,1.22578,1.04975,0.01011,0.86188,0.66782,0.78388,0.53441,1.25305,1.06049,0.0149,0.00472825,0.00472825,0.00472825
215,1317.67,1.21746,1.06762,0.01031,0.84877,0.64085,0.75992,0.50926,1.24979,1.19335,0.01521,0.0047035,0.0047035,0.0047035
216,1323.5,1.19736,1.02631,0.00994,0.78141,0.6556,0.75665,0.51251,1.25037,1.1536,0.0151,0.00467875,0.00467875,0.00467875
217,1330.19,1.2151,1.05501,0.01057,0.88799,0.63092,0.77191,0.53078,1.24288,1.09174,0.01461,0.004654,0.004654,0.004654
218,1335.56,1.21009,1.02599,0.0098,0.85194,0.63668,0.77055,0.53381,1.25084,1.0479,0.01487,0.00462925,0.00462925,0.00462925
219,1342.9,1.27203,1.07747,0.01041,0.89293,0.63483,0.76899,0.52405,1.27993,1.08049,0.01533,0.0046045,0.0046045,0.0046045
220,1348.34,1.25699,1.06086,0.01076,0.81681,0.67884,0.78405,0.53983,1.23473,1.04303,0.01489,0.00457975,0.00457975,0.00457975
221,1354.37,1.21477,1.06876,0.00984,0.81206,0.69204,0.78922,0.5312,1.28137,1.05328,0.01562,0.004555,0.004555,0.004555
222,1361.04,1.19711,1.02545,0.01025,0.8666,0.6436,0.77109,0.52207,1.28784,1.12005,0.01588,0.00453025,0.00453025,0.00453025
223,1366.37,1.19089,1.01898,0.0099,0.92682,0.61357,0.76435,0.52328,1.29024,1.14088,0.0161,0.0045055,0.0045055,0.0045055
224,1373.7,1.22641,1.05163,0.0104,0.78546,0.65874,0.7512,0.50341,1.29103,1.2667,0.01576,0.00448075,0.00448075,0.00448075
225,1379.22,1.19966,1.03559,0.00964,0.84197,0.65398,0.7884,0.5339,1.24763,1.0837,0.01491,0.004456,0.004456,0.004456
226,1385.04,1.19704,1.02721,0.01035,0.8954,0.64706,0.79772,0.5326,1.26852,1.08733,0.01528,0.00443125,0.00443125,0.00443125
227,1391.85,1.20686,1.02612,0.00996,0.8607,0.59866,0.72059,0.47189,1.33198,1.31588,0.01601,0.0044065,0.0044065,0.0044065
228,1397.17,1.21062,1.01271,0.00973,0.85517,0.61938,0.75388,0.51137,1.27555,1.18136,0.01551,0.00438175,0.00438175,0.00438175
229,1404.1,1.21492,1.06692,0.0101,0.83021,0.61938,0.74159,0.5038,1.29888,1.20411,0.01633,0.004357,0.004357,0.004357
230,1409.79,1.19139,1.02927,0.01045,0.88405,0.65955,0.78742,0.55322,1.21045,1.02688,0.01438,0.00433225,0.00433225,0.00433225
231,1415.14,1.17113,1.00103,0.00948,0.7996,0.6782,0.78515,0.56204,1.194,1.01039,0.01422,0.0043075,0.0043075,0.0043075
232,1422.24,1.21217,1.02918,0.01038,0.83473,0.6609,0.77229,0.53457,1.2522,1.11114,0.0152,0.00428275,0.00428275,0.00428275
233,1427.85,1.17165,0.96401,0.00986,0.85241,0.66782,0.79038,0.55714,1.17534,1.0982,0.0137,0.004258,0.004258,0.004258
234,1434.74,1.18027,1.00223,0.00962,0.83384,0.69455,0.78954,0.56026,1.19557,1.02099,0.01405,0.00423325,0.00423325,0.00423325
235,1440.44,1.1912,1.02613,0.01031,0.81611,0.6955,0.78258,0.54416,1.24092,1.09442,0.01492,0.0042085,0.0042085,0.0042085
236,1445.99,1.18891,0.99253,0.01023,0.81235,0.68904,0.78975,0.54652,1.2483,1.02294,0.01472,0.00418375,0.00418375,0.00418375
237,1453.06,1.20013,1.01045,0.01001,0.86892,0.66518,0.79995,0.55606,1.21796,0.98075,0.01454,0.004159,0.004159,0.004159
238,1458.42,1.16464,0.99648,0.0099,0.84794,0.67128,0.78253,0.53302,1.2544,1.06008,0.01507,0.00413425,0.00413425,0.00413425
239,1465.33,1.16784,0.98311,0.00975,0.79028,0.70413,0.79092,0.55093,1.2119,1.01664,0.01414,0.0041095,0.0041095,0.0041095
240,1471.14,1.17994,0.97121,0.00967,0.80333,0.73702,0.80459,0.56381,1.21332,0.94525,0.01442,0.00408475,0.00408475,0.00408475
241,1476.5,1.16849,0.98724,0.00952,0.84908,0.63668,0.77967,0.54654,1.23306,1.04126,0.015,0.00406,0.00406,0.00406
242,1483.84,1.17009,1.00459,0.00943,0.8728,0.65744,0.79331,0.5556,1.21359,1.00383,0.01427,0.00403525,0.00403525,0.00403525
243,1489.22,1.21052,1.02887,0.00962,0.81613,0.72318,0.79141,0.55346,1.21437,1.00289,0.01466,0.0040105,0.0040105,0.0040105
244,1495.89,1.1644,0.98622,0.00972,0.83128,0.6782,0.77439,0.54872,1.21092,1.04382,0.01493,0.00398575,0.00398575,0.00398575
245,1501.51,1.17434,1.02829,0.00963,0.77285,0.68858,0.76599,0.54383,1.21073,1.0517,0.01457,0.003961,0.003961,0.003961
246,1506.98,1.13204,0.96427,0.00919,0.87077,0.6609,0.78421,0.54847,1.21204,1.02736,0.01441,0.00393625,0.00393625,0.00393625
247,1514.15,1.15396,0.98553,0.00966,0.84749,0.71146,0.80057,0.5607,1.18599,1.02336,0.01428,0.0039115,0.0039115,0.0039115
248,1519.55,1.17176,1.02187,0.00958,0.84472,0.67765,0.78288,0.54631,1.19851,1.04331,0.0143,0.00388675,0.00388675,0.00388675
249,1526.39,1.2036,1.03586,0.00998,0.82878,0.65322,0.7623,0.52945,1.24651,1.12941,0.01551,0.003862,0.003862,0.003862
250,1532.1,1.14899,1.00215,0.00931,0.85685,0.70242,0.81236,0.57458,1.17021,0.94169,0.01391,0.00383725,0.00383725,0.00383725
251,1537.7,1.10368,0.93261,0.00927,0.79597,0.71626,0.80983,0.57229,1.16256,0.9652,0.01343,0.0038125,0.0038125,0.0038125
252,1544.81,1.13977,0.98019,0.00922,0.83088,0.69698,0.80674,0.57218,1.16119,0.98151,0.01406,0.00378775,0.00378775,0.00378775
253,1550.33,1.15531,1.00974,0.00925,0.83428,0.69681,0.80454,0.56547,1.19389,0.97275,0.01419,0.003763,0.003763,0.003763
254,1557.18,1.17471,0.99137,0.00977,0.80342,0.6788,0.7915,0.56157,1.20377,1.03176,0.0149,0.00373825,0.00373825,0.00373825
255,1562.92,1.14231,0.99264,0.00961,0.82513,0.68576,0.79863,0.571,1.206,0.98334,0.0145,0.0037135,0.0037135,0.0037135
256,1568.4,1.15337,1.02822,0.00895,0.87208,0.66782,0.79678,0.56771,1.19139,0.98569,0.01419,0.00368875,0.00368875,0.00368875
257,1575.43,1.14028,0.97831,0.00895,0.87641,0.62976,0.77958,0.54939,1.2374,1.01477,0.01501,0.003664,0.003664,0.003664
258,1580.78,1.12489,0.9255,0.00892,0.77861,0.65744,0.75816,0.53433,1.2306,1.14242,0.01483,0.00363925,0.00363925,0.00363925
259,1587.56,1.14668,0.94902,0.00917,0.80577,0.67469,0.78457,0.54252,1.2369,1.05608,0.01478,0.0036145,0.0036145,0.0036145
260,1593.66,1.10555,0.90669,0.00924,0.78062,0.73356,0.80403,0.56335,1.21327,0.97053,0.01464,0.00358975,0.00358975,0.00358975
261,1599.23,1.18158,1.00611,0.00956,0.79759,0.7301,0.8169,0.5705,1.23129,0.91867,0.01475,0.003565,0.003565,0.003565
262,1606.26,1.14405,0.95227,0.00974,0.80091,0.72385,0.81551,0.55911,1.21661,0.9766,0.01451,0.00354025,0.00354025,0.00354025
263,1611.61,1.15288,0.93417,0.00961,0.75877,0.72664,0.80511,0.55001,1.25033,0.95873,0.01548,0.0035155,0.0035155,0.0035155
264,1618.47,1.12702,0.9526,0.00928,0.81793,0.68397,0.79467,0.55674,1.24056,0.9885,0.01481,0.00349075,0.00349075,0.00349075
265,1624.05,1.0896,0.9267,0.00916,0.80711,0.71972,0.80648,0.56328,1.19707,0.98964,0.01434,0.003466,0.003466,0.003466
266,1629.46,1.10868,0.9132,0.00917,0.88354,0.69896,0.82279,0.57564,1.17957,0.95206,0.01418,0.00344125,0.00344125,0.00344125
267,1636.62,1.11876,0.94929,0.00912,0.87109,0.70146,0.8095,0.56037,1.24498,0.98011,0.01489,0.0034165,0.0034165,0.0034165
268,1641.97,1.14952,0.92152,0.00904,0.82556,0.68779,0.78532,0.54606,1.26481,1.0119,0.01526,0.00339175,0.00339175,0.00339175
269,1648.87,1.13338,0.94047,0.00937,0.81323,0.70242,0.79356,0.55414,1.22419,1.03118,0.01505,0.003367,0.003367,0.003367
270,1654.88,1.1292,0.95829,0.00942,0.84327,0.67474,0.7733,0.54296,1.22054,1.13256,0.01453,0.00334225,0.00334225,0.00334225
271,1660.47,1.12961,0.96339,0.009,0.85029,0.68858,0.79206,0.55547,1.19615,1.08062,0.01409,0.0033175,0.0033175,0.0033175
272,1667.47,1.11402,0.95692,0.00941,0.76444,0.69204,0.78106,0.54782,1.21741,1.03243,0.01472,0.00329275,0.00329275,0.00329275
273,1672.7,1.13059,0.95217,0.00916,0.85015,0.66747,0.7806,0.55036,1.21676,1.01798,0.01488,0.003268,0.003268,0.003268
274,1679.45,1.09376,0.90949,0.00916,0.82427,0.68167,0.79386,0.55007,1.21326,0.98314,0.01461,0.00324325,0.00324325,0.00324325
275,1685.08,1.11017,0.94232,0.00934,0.84245,0.63322,0.7711,0.54173,1.20949,1.03242,0.01465,0.0032185,0.0032185,0.0032185
276,1690.33,1.09652,0.91766,0.00916,0.78492,0.66926,0.77013,0.55403,1.16667,1.07185,0.01379,0.00319375,0.00319375,0.00319375
277,1697.71,1.165,0.94851,0.00909,0.77251,0.68166,0.76464,0.54208,1.1868,1.07229,0.01411,0.003169,0.003169,0.003169
278,1703.13,1.12191,0.94183,0.00907,0.83605,0.66782,0.78178,0.55448,1.18187,1.01067,0.01404,0.00314425,0.00314425,0.00314425
279,1710.06,1.11586,0.93416,0.00935,0.82578,0.67128,0.78709,0.55649,1.20945,1.00886,0.01406,0.0031195,0.0031195,0.0031195
280,1715.86,1.09295,0.88021,0.00862,0.859,0.7128,0.80839,0.57508,1.19881,0.94154,0.01449,0.00309475,0.00309475,0.00309475
281,1721.41,1.15707,0.94416,0.00932,0.84948,0.70303,0.80287,0.5761,1.17479,0.93067,0.01409,0.00307,0.00307,0.00307
282,1728.59,1.12225,0.9133,0.00966,0.80622,0.69204,0.78432,0.56498,1.19606,0.9935,0.01422,0.00304525,0.00304525,0.00304525
283,1733.9,1.11884,0.94042,0.00924,0.84673,0.67474,0.8013,0.57629,1.16575,0.93411,0.0137,0.0030205,0.0030205,0.0030205
284,1740.8,1.09074,0.89734,0.00909,0.9062,0.66862,0.80189,0.57349,1.19021,0.9601,0.01397,0.00299575,0.00299575,0.00299575
285,1746.49,1.10613,0.91555,0.00877,0.80251,0.70302,0.80008,0.56435,1.20158,1.00174,0.01395,0.002971,0.002971,0.002971
286,1751.95,1.10556,0.89605,0.00903,0.8379,0.6436,0.78372,0.55146,1.21725,1.04431,0.01471,0.00294625,0.00294625,0.00294625
287,1759.08,1.10125,0.93294,0.00898,0.84517,0.6782,0.79708,0.56268,1.20758,0.97227,0.01432,0.0029215,0.0029215,0.0029215
288,1764.69,1.08992,0.87906,0.00881,0.79375,0.69896,0.78961,0.55596,1.1789,1.03459,0.01423,0.00289675,0.00289675,0.00289675
289,1771.7,1.13703,0.92783,0.00881,0.82745,0.67128,0.79701,0.56386,1.19099,0.96813,0.01446,0.002872,0.002872,0.002872
290,1777.51,1.09144,0.88853,0.00884,0.80349,0.69204,0.79309,0.55977,1.1986,1.0262,0.0147,0.00284725,0.00284725,0.00284725
291,1783.35,1.12769,0.9293,0.00925,0.85153,0.69461,0.78781,0.55914,1.1799,1.04029,0.01455,0.0028225,0.0028225,0.0028225
292,1790.62,1.04745,0.88803,0.00872,0.8262,0.69086,0.79829,0.57973,1.17096,0.99244,0.01422,0.00279775,0.00279775,0.00279775
293,1795.98,1.07634,0.87649,0.00888,0.85694,0.70242,0.81603,0.58887,1.14745,0.9381,0.01376,0.002773,0.002773,0.002773
294,1803.06,1.11762,0.89107,0.00887,0.84907,0.69896,0.80131,0.57132,1.19743,0.93746,0.01425,0.00274825,0.00274825,0.00274825
295,1808.62,1.08198,0.93696,0.00918,0.86931,0.66745,0.80002,0.57485,1.17507,0.96488,0.01407,0.0027235,0.0027235,0.0027235
296,1814.1,1.1021,0.92569,0.00848,0.85982,0.72664,0.81584,0.58943,1.14931,0.89776,0.01392,0.00269875,0.00269875,0.00269875
297,1821.13,1.08297,0.90434,0.00827,0.85076,0.73702,0.82482,0.58637,1.18947,0.90818,0.01412,0.002674,0.002674,0.002674
298,1826.76,1.09924,0.92812,0.00895,0.87355,0.69324,0.81849,0.579,1.18275,0.91725,0.01394,0.00264925,0.00264925,0.00264925
299,1833.88,1.06615,0.91086,0.00856,0.81879,0.70588,0.80699,0.57687,1.17285,0.91038,0.01398,0.0026245,0.0026245,0.0026245
300,1839.66,1.05885,0.88503,0.00841,0.85287,0.71972,0.81085,0.57979,1.16297,0.94955,0.01412,0.00259975,0.00259975,0.00259975
301,1845.45,1.08443,0.92099,0.00877,0.85031,0.70588,0.80048,0.57744,1.17491,0.94293,0.01405,0.002575,0.002575,0.002575
302,1852.26,1.08474,0.92891,0.00849,0.81342,0.71626,0.80536,0.58273,1.1522,0.92259,0.01384,0.00255025,0.00255025,0.00255025
303,1857.64,1.05684,0.90455,0.00865,0.81312,0.75087,0.81896,0.5887,1.1659,0.91141,0.01424,0.0025255,0.0025255,0.0025255
304,1864.71,1.09643,0.91519,0.00868,0.83778,0.75054,0.8309,0.59105,1.15238,0.88353,0.01413,0.00250075,0.00250075,0.00250075
305,1870.18,1.09979,0.89171,0.00918,0.83161,0.7128,0.82313,0.59568,1.13179,0.91557,0.01365,0.002476,0.002476,0.002476
306,1875.85,1.08047,0.92514,0.00874,0.8679,0.66436,0.802,0.5838,1.12884,0.9723,0.01372,0.00245125,0.00245125,0.00245125
307,1883.04,1.0503,0.88094,0.00849,0.79652,0.72664,0.81002,0.5879,1.12947,0.95217,0.01352,0.0024265,0.0024265,0.0024265
308,1888.34,1.07362,0.86986,0.00899,0.85178,0.67128,0.80318,0.5836,1.13741,0.9657,0.01366,0.00240175,0.00240175,0.00240175
309,1895.62,1.06701,0.88317,0.00874,0.91423,0.65052,0.80329,0.5699,1.17564,0.98853,0.01424,0.002377,0.002377,0.002377
310,1900.94,1.07357,0.88556,0.00875,0.83378,0.68512,0.78454,0.56149,1.1842,1.04574,0.01431,0.00235225,0.00235225,0.00235225
311,1906.55,1.0593,0.8742,0.00842,0.87432,0.65744,0.78356,0.56468,1.13244,1.02509,0.01333,0.0023275,0.0023275,0.0023275
312,1913.52,1.05937,0.88536,0.00856,0.84128,0.68166,0.79242,0.57188,1.12885,1.01471,0.01345,0.00230275,0.00230275,0.00230275
313,1918.86,1.10345,0.92589,0.00894,0.87055,0.66436,0.79509,0.57846,1.13466,0.9886,0.01344,0.002278,0.002278,0.002278
314,1925.68,1.05752,0.91162,0.00883,0.84426,0.68166,0.77604,0.55543,1.18964,1.07049,0.01455,0.00225325,0.00225325,0.00225325
315,1931.43,1.07288,0.89316,0.00899,0.82837,0.68512,0.77479,0.55837,1.18928,1.04905,0.01408,0.0022285,0.0022285,0.0022285
316,1937.65,1.04157,0.88136,0.00852,0.82618,0.69076,0.79475,0.56807,1.20141,0.9935,0.01401,0.00220375,0.00220375,0.00220375
317,1944.68,1.05202,0.8859,0.0085,0.8308,0.69661,0.8004,0.57374,1.17631,0.97896,0.01389,0.002179,0.002179,0.002179
318,1949.99,1.05621,0.91967,0.00898,0.86341,0.65616,0.79792,0.57499,1.15988,0.97937,0.01369,0.00215425,0.00215425,0.00215425
319,1956.95,1.07064,0.84764,0.00846,0.83044,0.68858,0.8018,0.57768,1.16103,0.93553,0.01367,0.0021295,0.0021295,0.0021295
320,1962.81,1.05118,0.85585,0.00837,0.84792,0.6782,0.79354,0.57101,1.17736,0.99689,0.01406,0.00210475,0.00210475,0.00210475
321,1968.7,1.05586,0.87056,0.0088,0.84312,0.64706,0.75753,0.54881,1.21674,1.05544,0.01439,0.00208,0.00208,0.00208
322,1975.7,1.04921,0.90381,0.00857,0.87076,0.66782,0.80887,0.57521,1.16341,0.95193,0.01388,0.00205525,0.00205525,0.00205525
323,1981.03,1.05228,0.87788,0.00834,0.86972,0.6955,0.81488,0.58432,1.15069,0.91527,0.01377,0.0020305,0.0020305,0.0020305
324,1988.15,1.0389,0.884,0.0081,0.89329,0.66624,0.81968,0.59702,1.13191,0.91378,0.01338,0.00200575,0.00200575,0.00200575
325,1993.76,1.06114,0.88924,0.00851,0.81539,0.7336,0.82484,0.59977,1.12619,0.90452,0.01324,0.001981,0.001981,0.001981
326,1999.37,1.0611,0.90942,0.00831,0.77618,0.74399,0.81542,0.59511,1.1366,0.91846,0.01335,0.00195625,0.00195625,0.00195625
327,2006.38,1.0264,0.85283,0.0082,0.91823,0.6609,0.81229,0.58821,1.14258,0.94027,0.01342,0.0019315,0.0019315,0.0019315
328,2011.89,1.01765,0.84291,0.00823,0.81978,0.7083,0.80743,0.58603,1.14189,0.94222,0.01332,0.00190675,0.00190675,0.00190675
329,2018.9,1.04087,0.85769,0.00814,0.83589,0.67128,0.79931,0.58041,1.16619,0.92567,0.01366,0.001882,0.001882,0.001882
330,2024.43,1.05244,0.83411,0.00874,0.90092,0.6609,0.80197,0.58561,1.13656,0.93816,0.01333,0.00185725,0.00185725,0.00185725
331,2029.82,1.0811,0.90058,0.00844,0.89015,0.67291,0.80791,0.58524,1.14391,0.92606,0.01333,0.0018325,0.0018325,0.0018325
332,2036.84,1.01687,0.82503,0.00829,0.79809,0.7128,0.80556,0.5792,1.15475,0.95137,0.01371,0.00180775,0.00180775,0.00180775
333,2042.43,1.06132,0.86276,0.00832,0.80937,0.71989,0.81626,0.59212,1.16837,0.8946,0.01353,0.001783,0.001783,0.001783
334,2049.37,0.99656,0.83702,0.00777,0.89327,0.66606,0.81773,0.58715,1.15182,0.92755,0.01351,0.00175825,0.00175825,0.00175825
335,2054.85,1.02101,0.87184,0.00833,0.8546,0.6955,0.81315,0.58988,1.13371,0.95102,0.01341,0.0017335,0.0017335,0.0017335
336,2060.31,1.05838,0.88525,0.00833,0.8613,0.69204,0.80042,0.57529,1.15693,0.98129,0.01351,0.00170875,0.00170875,0.00170875
337,2067.49,1.02314,0.87221,0.00856,0.86729,0.6782,0.80587,0.57665,1.14431,0.97523,0.01338,0.001684,0.001684,0.001684
338,2072.8,0.98658,0.81831,0.00786,0.88148,0.66914,0.81024,0.57956,1.16249,0.94005,0.01347,0.00165925,0.00165925,0.00165925
339,2079.85,1.04972,0.843,0.00834,0.88055,0.6955,0.81847,0.58065,1.17156,0.92209,0.01362,0.0016345,0.0016345,0.0016345
340,2085.68,1.02859,0.82966,0.00799,0.84073,0.7128,0.81142,0.58508,1.15902,0.9649,0.01345,0.00160975,0.00160975,0.00160975
341,2091.36,1.0295,0.84894,0.00802,0.84925,0.70175,0.80911,0.57966,1.15626,0.96258,0.01354,0.001585,0.001585,0.001585
342,2098.48,1.03717,0.84066,0.00825,0.82316,0.68858,0.79621,0.57112,1.16404,0.97637,0.0137,0.00156025,0.00156025,0.00156025
343,2103.76,1.05377,0.8747,0.00818,0.84566,0.68254,0.80388,0.57875,1.15159,0.95666,0.01358,0.0015355,0.0015355,0.0015355
344,2110.9,1.03351,0.84356,0.00843,0.8302,0.68858,0.80814,0.58347,1.15435,0.96334,0.01333,0.00151075,0.00151075,0.00151075
345,2116.42,1.03473,0.84704,0.0083,0.80691,0.70854,0.80987,0.58526,1.14772,0.92902,0.01334,0.001486,0.001486,0.001486
346,2121.69,1.00582,0.81404,0.00825,0.90654,0.66436,0.81577,0.58824,1.16807,0.91788,0.01377,0.00146125,0.00146125,0.00146125
347,2128.94,1.03685,0.8476,0.00875,0.85587,0.6782,0.81504,0.59324,1.16353,0.9169,0.01375,0.0014365,0.0014365,0.0014365
348,2134.3,1.03533,0.86876,0.0081,0.80726,0.73702,0.81803,0.60251,1.14619,0.87298,0.01365,0.00141175,0.00141175,0.00141175
349,2141.16,1.01485,0.84,0.00809,0.83289,0.69896,0.81415,0.59597,1.12914,0.90876,0.01348,0.001387,0.001387,0.001387
350,2147.02,1.00272,0.82082,0.00812,0.85624,0.72131,0.82384,0.5982,1.15464,0.87807,0.01347,0.00136225,0.00136225,0.00136225
351,2152.66,1.01196,0.8099,0.00848,0.87451,0.69931,0.81924,0.58959,1.15251,0.90782,0.01337,0.0013375,0.0013375,0.0013375
352,2159.9,1.04428,0.86092,0.00809,0.82555,0.69896,0.8126,0.58452,1.16751,0.91719,0.01374,0.00131275,0.00131275,0.00131275
353,2165.25,1.04439,0.85385,0.00803,0.85149,0.6955,0.81354,0.58241,1.15443,0.9138,0.01362,0.001288,0.001288,0.001288
354,2172.7,1.04021,0.8365,0.00806,0.83643,0.7128,0.81293,0.58348,1.15566,0.92118,0.01362,0.00126325,0.00126325,0.00126325
355,2178.36,1.06757,0.88164,0.00848,0.8597,0.6782,0.81349,0.58625,1.16041,0.92749,0.01374,0.0012385,0.0012385,0.0012385
356,2184.38,1.04597,0.84189,0.00799,0.832,0.70934,0.80837,0.58513,1.14737,0.93117,0.01344,0.00121375,0.00121375,0.00121375
357,2191.39,1.03693,0.84321,0.00861,0.84168,0.6955,0.81512,0.58752,1.1475,0.93728,0.01341,0.001189,0.001189,0.001189
358,2196.66,1.03633,0.88085,0.00838,0.87781,0.66782,0.82097,0.59034,1.14411,0.9121,0.01346,0.00116425,0.00116425,0.00116425
359,2204.02,1.05022,0.85217,0.00846,0.85764,0.6955,0.82263,0.59327,1.14069,0.90453,0.01336,0.0011395,0.0011395,0.0011395
360,2209.6,1.02706,0.81197,0.00854,0.85362,0.72644,0.82248,0.59027,1.15777,0.87449,0.01345,0.00111475,0.00111475,0.00111475
361,2215.28,1.00466,0.82666,0.00803,0.87112,0.7128,0.82211,0.58784,1.15245,0.89229,0.01359,0.00109,0.00109,0.00109
362,2222.09,1.01849,0.84791,0.00821,0.83365,0.71098,0.81904,0.58532,1.15828,0.90433,0.01379,0.00106525,0.00106525,0.00106525
363,2227.4,0.99538,0.83421,0.00794,0.85552,0.70588,0.81602,0.58137,1.16395,0.89807,0.01387,0.0010405,0.0010405,0.0010405
364,2234.26,0.99345,0.80582,0.00866,0.82866,0.6955,0.81003,0.58089,1.15395,0.90528,0.01376,0.00101575,0.00101575,0.00101575
365,2239.84,1.02565,0.83419,0.00814,0.83653,0.70588,0.81875,0.58805,1.14747,0.88556,0.01358,0.000991,0.000991,0.000991
366,2245.51,1.03159,0.88201,0.00812,0.79492,0.72318,0.81342,0.59112,1.13322,0.90093,0.01342,0.00096625,0.00096625,0.00096625
367,2252.88,1.00809,0.82195,0.00817,0.82208,0.68749,0.80877,0.58943,1.13273,0.90311,0.01326,0.0009415,0.0009415,0.0009415
368,2258.34,1.05298,0.87123,0.00826,0.90086,0.67474,0.80991,0.59191,1.11611,0.91978,0.01308,0.00091675,0.00091675,0.00091675
369,2265.95,0.99551,0.81843,0.00811,0.82258,0.7128,0.81566,0.59338,1.14305,0.90571,0.01353,0.000892,0.000892,0.000892
