epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,893.929,0.87244,0.73281,1.29521,0.82737,0.67993,0.78308,0.56258,1.08949,0.95356,1.54215,0.00552025,0.00552025,0.00552025
183,899.237,0.88607,0.74317,1.31793,0.88119,0.67474,0.79546,0.56901,1.07166,0.96431,1.52989,0.0054955,0.0054955,0.0054955
184,903.285,0.86766,0.74058,1.3044,0.87897,0.7301,0.8346,0.60998,1.00332,0.85971,1.471,0.00547075,0.00547075,0.00547075
185,908.236,0.85963,0.74112,1.28604,0.86624,0.76817,0.85874,0.62169,0.98259,0.79988,1.46209,0.005446,0.005446,0.005446
186,913.464,0.87109,0.73631,1.30571,0.85329,0.70437,0.82061,0.60647,0.99382,0.91681,1.48949,0.00542125,0.00542125,0.00542125
187,917.543,0.84874,0.73013,1.2871,0.80582,0.7467,0.81309,0.59813,1.00951,0.92429,1.49596,0.0053965,0.0053965,0.0053965
188,921.841,0.88581,0.72565,1.31155,0.81437,0.76471,0.83382,0.62749,0.95507,0.85881,1.44968,0.00537175,0.00537175,0.00537175
189,928.178,0.8621,0.72519,1.30791,0.85498,0.75479,0.8397,0.63859,0.9349,0.84489,1.41823,0.005347,0.005347,0.005347
190,932.342,0.8693,0.74411,1.29978,0.85421,0.76125,0.84483,0.63068,0.95864,0.85906,1.44255,0.00532225,0.00532225,0.00532225
191,936.832,0.85307,0.71167,1.28737,0.84591,0.77509,0.84671,0.63256,0.95069,0.83391,1.43687,0.0052975,0.0052975,0.0052975
192,942.769,0.86892,0.74599,1.30292,0.86893,0.71626,0.81992,0.59829,1.00413,0.905,1.48999,0.00527275,0.00527275,0.00527275
193,947.249,0.88364,0.73203,1.29503,0.82373,0.77855,0.83821,0.61329,0.99761,0.84598,1.469,0.005248,0.005248,0.005248
194,951.441,0.88247,0.74132,1.30448,0.85129,0.70934,0.81927,0.58787,1.00917,0.92304,1.49583,0.00522325,0.00522325,0.00522325
195,957.634,0.86173,0.72425,1.3097,0.86904,0.78069,0.83468,0.61,0.99509,0.87367,1.47321,0.0051985,0.0051985,0.0051985
196,961.925,0.83551,0.71713,1.28365,0.83068,0.75779,0.84035,0.62539,0.98628,0.82423,1.46619,0.00517375,0.00517375,0.00517375
197,966.138,0.85967,0.73091,1.28744,0.87303,0.71377,0.82086,0.60331,1.01235,0.85153,1.47785,0.005149,0.005149,0.005149
198,971.195,0.84626,0.71253,1.29441,0.81551,0.76817,0.81934,0.59982,1.01609,0.85723,1.48208,0.00512425,0.00512425,0.00512425
199,976.346,0.85263,0.70458,1.27869,0.84743,0.74955,0.83105,0.61684,0.97226,0.83107,1.44449,0.0050995,0.0050995,0.0050995
200,980.671,0.82001,0.6847,1.26941,0.84744,0.70934,0.8115,0.59885,0.97994,0.91381,1.45177,0.00507475,0.00507475,0.00507475
201,985.69,0.84983,0.72047,1.29687,0.87872,0.73702,0.83471,0.62617,0.93665,0.8505,1.44597,0.00505,0.00505,0.00505
202,991.136,0.84255,0.69728,1.28068,0.85028,0.74394,0.83208,0.62327,0.98312,0.85173,1.46806,0.00502525,0.00502525,0.00502525
203,995.465,0.85804,0.70328,1.28752,0.86226,0.77983,0.84923,0.63086,0.96443,0.81196,1.45833,0.0050005,0.0050005,0.0050005
204,1000.27,0.86528,0.72215,1.29799,0.88354,0.76132,0.84718,0.6403,0.95637,0.80149,1.44975,0.00497575,0.00497575,0.00497575
205,1005.44,0.8112,0.68497,1.26186,0.84596,0.74112,0.82429,0.60832,1.0358,0.8611,1.50787,0.004951,0.004951,0.004951
206,1009.77,0.84688,0.68793,1.28854,0.83208,0.7887,0.85416,0.6322,0.95549,0.80074,1.44343,0.00492625,0.00492625,0.00492625
207,1014.08,0.81592,0.68276,1.27038,0.83205,0.68571,0.7967,0.58135,1.04109,0.90963,1.50713,0.0049015,0.0049015,0.0049015
208,1020.21,0.81325,0.67105,1.2672,0.80476,0.73702,0.80678,0.5902,1.03218,0.95932,1.49864,0.00487675,0.00487675,0.00487675
209,1024.61,0.81835,0.66793,1.25889,0.87359,0.73356,0.81632,0.59653,1.01886,0.90267,1.49358,0.004852,0.004852,0.004852
210,1029.17,0.84444,0.69908,1.28868,0.8478,0.77855,0.86015,0.63526,0.93222,0.8096,1.42539,0.00482725,0.00482725,0.00482725
211,1035.26,0.83658,0.70801,1.27723,0.88281,0.72664,0.84031,0.62484,0.9629,0.84817,1.43472,0.0048025,0.0048025,0.0048025
212,1039.55,0.82243,0.68011,1.2516,0.86981,0.71664,0.80822,0.59004,1.00165,0.90366,1.46629,0.00477775,0.00477775,0.00477775
213,1044.26,0.84038,0.69634,1.27545,0.87767,0.72318,0.82682,0.60911,1.00398,0.86753,1.47357,0.004753,0.004753,0.004753
214,1050.21,0.82067,0.68925,1.2742,0.90933,0.7474,0.84846,0.62711,0.96872,0.795,1.44973,0.00472825,0.00472825,0.00472825
215,1054.66,0.80825,0.68099,1.24484,0.88057,0.76125,0.8425,0.62284,0.97603,0.81636,1.46484,0.0047035,0.0047035,0.0047035
216,1059.01,0.80838,0.67769,1.24458,0.88255,0.77509,0.85513,0.6412,0.93691,0.77327,1.43178,0.00467875,0.00467875,0.00467875
217,1065.06,0.83163,0.7041,1.28679,0.84638,0.78162,0.84569,0.62469,0.9614,0.79706,1.46307,0.004654,0.004654,0.004654
218,1069.18,0.80944,0.66106,1.24621,0.79896,0.74394,0.79346,0.58429,1.02953,0.93038,1.51321,0.00462925,0.00462925,0.00462925
219,1073.47,0.84667,0.69527,1.27823,0.88784,0.71217,0.81807,0.58364,1.04365,0.88217,1.48502,0.0046045,0.0046045,0.0046045
220,1079.63,0.83022,0.68676,1.26842,0.86651,0.68512,0.79157,0.57968,1.05231,0.91034,1.51877,0.00457975,0.00457975,0.00457975
221,1084,0.81654,0.68042,1.25099,0.877,0.70242,0.81268,0.60653,1.01162,0.88036,1.48401,0.004555,0.004555,0.004555
222,1088.29,0.81171,0.69634,1.25698,0.924,0.74048,0.85113,0.63486,0.9511,0.81409,1.45552,0.00453025,0.00453025,0.00453025
223,1094.2,0.78617,0.65473,1.22632,0.88249,0.7796,0.8508,0.64114,0.95447,0.79384,1.43483,0.0045055,0.0045055,0.0045055
224,1098.85,0.82085,0.67833,1.26371,0.88856,0.74491,0.83977,0.62532,0.96084,0.82221,1.45572,0.00448075,0.00448075,0.00448075
225,1103.11,0.81786,0.6667,1.24852,0.85804,0.75779,0.84566,0.63091,0.95047,0.81475,1.44948,0.004456,0.004456,0.004456
226,1109.54,0.80644,0.68414,1.25245,0.87875,0.7474,0.83906,0.62234,0.93677,0.81796,1.41523,0.00443125,0.00443125,0.00443125
227,1113.91,0.80956,0.67693,1.24483,0.85128,0.78201,0.8341,0.61575,0.96585,0.83351,1.43166,0.0044065,0.0044065,0.0044065
228,1118.24,0.7958,0.64566,1.23784,0.84963,0.74292,0.82251,0.62833,0.93688,0.82165,1.40605,0.00438175,0.00438175,0.00438175
229,1123.74,0.82362,0.69615,1.25901,0.86475,0.75433,0.82329,0.60633,0.99448,0.86035,1.45441,0.004357,0.004357,0.004357
230,1128.72,0.8108,0.69109,1.28031,0.87694,0.73356,0.82582,0.61932,0.96779,0.88076,1.42866,0.00433225,0.00433225,0.00433225
231,1133.25,0.78713,0.65257,1.23361,0.8586,0.76125,0.8359,0.62803,0.97488,0.83578,1.42439,0.0043075,0.0043075,0.0043075
232,1138.97,0.81871,0.693,1.26376,0.86105,0.77194,0.8511,0.63481,0.9465,0.82093,1.42935,0.00428275,0.00428275,0.00428275
233,1143.93,0.80063,0.64533,1.23133,0.8656,0.77163,0.84875,0.63321,0.96512,0.80714,1.43843,0.004258,0.004258,0.004258
234,1148.02,0.78824,0.6755,1.23513,0.8981,0.7301,0.82287,0.61504,0.98477,0.85537,1.45276,0.00423325,0.00423325,0.00423325
235,1153.66,0.8101,0.68369,1.26337,0.87895,0.7128,0.81945,0.60866,0.99498,0.85412,1.49428,0.0042085,0.0042085,0.0042085
236,1158.99,0.79719,0.65957,1.24459,0.85554,0.75087,0.83943,0.62864,0.94736,0.79832,1.43584,0.00418375,0.00418375,0.00418375
237,1163.16,0.81462,0.67258,1.25078,0.85587,0.75433,0.83781,0.62135,0.96031,0.83916,1.46812,0.004159,0.004159,0.004159
238,1168.28,0.787,0.67003,1.23893,0.88173,0.67068,0.77675,0.566,1.05236,0.91791,1.53017,0.00413425,0.00413425,0.00413425
239,1173.84,0.77893,0.64829,1.2249,0.86084,0.79239,0.85585,0.6417,0.94449,0.80277,1.43578,0.0041095,0.0041095,0.0041095
240,1178.03,0.79263,0.64959,1.23861,0.84866,0.76817,0.84107,0.63145,0.9681,0.80379,1.4505,0.00408475,0.00408475,0.00408475
241,1182.72,0.78251,0.64711,1.23228,0.87394,0.75433,0.84452,0.63738,0.9613,0.79684,1.43757,0.00406,0.00406,0.00406
242,1188.46,0.77637,0.64721,1.22151,0.8384,0.78991,0.85689,0.64217,0.9386,0.78786,1.42903,0.00403525,0.00403525,0.00403525
243,1192.96,0.81419,0.66981,1.24423,0.85753,0.77059,0.85586,0.64824,0.93036,0.79472,1.41657,0.0040105,0.0040105,0.0040105
244,1197.23,0.75898,0.64352,1.21841,0.88568,0.75087,0.83465,0.61732,0.9488,0.86384,1.45741,0.00398575,0.00398575,0.00398575
245,1203.09,0.791,0.65432,1.22254,0.90995,0.73429,0.85669,0.63184,0.94418,0.82139,1.45427,0.003961,0.003961,0.003961
246,1207.37,0.77279,0.64513,1.2118,0.87575,0.76471,0.8593,0.6313,0.942,0.82363,1.42404,0.00393625,0.00393625,0.00393625
247,1212.1,0.77503,0.64309,1.2233,0.89058,0.7128,0.81474,0.61985,0.95443,0.88241,1.42631,0.0039115,0.0039115,0.0039115
248,1218.31,0.78844,0.64878,1.22129,0.90693,0.75433,0.8679,0.65431,0.93104,0.76396,1.40646,0.00388675,0.00388675,0.00388675
249,1222.64,0.81237,0.68083,1.24766,0.88112,0.76936,0.85616,0.64162,0.94989,0.78486,1.43301,0.003862,0.003862,0.003862
250,1226.9,0.75936,0.64133,1.22202,0.88051,0.76471,0.86832,0.65762,0.9172,0.75295,1.42147,0.00383725,0.00383725,0.00383725
251,1232.84,0.75294,0.62425,1.20469,0.88482,0.79585,0.87591,0.65687,0.91934,0.74108,1.43072,0.0038125,0.0038125,0.0038125
252,1237.69,0.76377,0.62792,1.21418,0.90138,0.73356,0.84926,0.63008,0.97042,0.83151,1.44805,0.00378775,0.00378775,0.00378775
253,1241.7,0.78849,0.65593,1.21156,0.86137,0.7474,0.8526,0.65257,0.92982,0.78579,1.41226,0.003763,0.003763,0.003763
254,1247.76,0.77849,0.64708,1.22355,0.84523,0.71626,0.8214,0.61501,0.97732,0.87423,1.4452,0.00373825,0.00373825,0.00373825
255,1252.05,0.77515,0.64711,1.23034,0.90487,0.72411,0.84901,0.63423,0.94212,0.8149,1.43456,0.0037135,0.0037135,0.0037135
256,1256.79,0.79956,0.6625,1.22396,0.86013,0.75087,0.83748,0.63103,0.94754,0.81641,1.43493,0.00368875,0.00368875,0.00368875
257,1263.23,0.76394,0.62241,1.20273,0.86507,0.77648,0.85489,0.64639,0.91896,0.81245,1.40348,0.003664,0.003664,0.003664
258,1268.21,0.75396,0.60773,1.19858,0.88667,0.76471,0.84917,0.63861,0.92271,0.7994,1.40838,0.00363925,0.00363925,0.00363925
259,1272.29,0.7665,0.62617,1.22148,0.86229,0.75835,0.83933,0.62608,0.94646,0.80806,1.44855,0.0036145,0.0036145,0.0036145
260,1279,0.74436,0.62051,1.21663,0.8552,0.77657,0.84493,0.62455,0.96074,0.80094,1.43673,0.00358975,0.00358975,0.00358975
261,1283.2,0.78862,0.64764,1.21874,0.85773,0.74394,0.80826,0.59204,1.00747,0.85798,1.4779,0.003565,0.003565,0.003565
262,1287.59,0.76044,0.6398,1.21159,0.84893,0.77855,0.83862,0.61234,0.94958,0.81401,1.43137,0.00354025,0.00354025,0.00354025
263,1293.16,0.75502,0.62196,1.20124,0.8579,0.76817,0.84723,0.62588,0.95544,0.80261,1.42703,0.0035155,0.0035155,0.0035155
264,1298.28,0.73844,0.62205,1.20267,0.87934,0.76817,0.8611,0.65339,0.91133,0.77501,1.38734,0.00349075,0.00349075,0.00349075
265,1302.4,0.72866,0.61139,1.20034,0.90313,0.7742,0.86196,0.65123,0.90608,0.78076,1.38369,0.003466,0.003466,0.003466
266,1307.88,0.71824,0.61103,1.18324,0.87208,0.78893,0.85969,0.64369,0.93336,0.78806,1.37998,0.00344125,0.00344125,0.00344125
267,1312.91,0.75217,0.61219,1.20246,0.91548,0.78708,0.87387,0.66619,0.90912,0.75448,1.37805,0.0034165,0.0034165,0.0034165
268,1317.49,0.75991,0.61745,1.20572,0.88685,0.79239,0.86282,0.64964,0.91572,0.78344,1.41389,0.00339175,0.00339175,0.00339175
269,1322.44,0.75507,0.62777,1.21187,0.87919,0.78062,0.86211,0.63937,0.96156,0.77496,1.42758,0.003367,0.003367,0.003367
270,1327.89,0.76362,0.62487,1.20932,0.88672,0.78545,0.86533,0.64874,0.93907,0.76931,1.40419,0.00334225,0.00334225,0.00334225
271,1332.38,0.74594,0.61751,1.19368,0.85303,0.79585,0.86624,0.64355,0.93484,0.76142,1.39412,0.0033175,0.0033175,0.0033175
272,1337.79,0.74625,0.62072,1.20102,0.85883,0.76817,0.84882,0.63107,0.94786,0.82817,1.4158,0.00329275,0.00329275,0.00329275
273,1342.95,0.76119,0.61492,1.18854,0.90735,0.73702,0.8427,0.6279,0.95511,0.83415,1.41424,0.003268,0.003268,0.003268
274,1347.29,0.74705,0.6078,1.19279,0.92067,0.68265,0.81565,0.5978,0.97071,0.90026,1.44819,0.00324325,0.00324325,0.00324325
275,1351.86,0.74415,0.62014,1.1945,0.88678,0.70588,0.81664,0.59804,0.96555,0.91594,1.4401,0.0032185,0.0032185,0.0032185
276,1357.61,0.72932,0.60315,1.19988,0.87383,0.76817,0.85005,0.63892,0.92993,0.80022,1.40581,0.00319375,0.00319375,0.00319375
277,1361.96,0.75443,0.62148,1.20835,0.86678,0.76548,0.8616,0.65171,0.91104,0.76341,1.39831,0.003169,0.003169,0.003169
278,1366.96,0.75764,0.61198,1.21158,0.89657,0.75779,0.85484,0.65309,0.92314,0.77792,1.39877,0.00314425,0.00314425,0.00314425
279,1372.67,0.74237,0.61235,1.20637,0.8895,0.75204,0.85504,0.63942,0.91311,0.80354,1.4117,0.0031195,0.0031195,0.0031195
280,1377,0.7125,0.57077,1.17959,0.90311,0.7418,0.86093,0.65074,0.9131,0.76947,1.40889,0.00309475,0.00309475,0.00309475
281,1381.34,0.76268,0.62178,1.21112,0.89168,0.76471,0.85563,0.64509,0.90425,0.76384,1.40174,0.00307,0.00307,0.00307
282,1387.87,0.74377,0.60299,1.20573,0.87565,0.68223,0.79124,0.59304,0.97411,0.95911,1.45899,0.00304525,0.00304525,0.00304525
283,1392.14,0.74,0.60973,1.19342,0.90593,0.70934,0.82133,0.61619,0.94538,0.85129,1.42133,0.0030205,0.0030205,0.0030205
284,1396.54,0.74185,0.60614,1.20442,0.91346,0.74394,0.84131,0.62679,0.92756,0.78249,1.41321,0.00299575,0.00299575,0.00299575
285,1402.57,0.75634,0.61226,1.19895,0.92008,0.72318,0.84648,0.63958,0.92996,0.79552,1.41893,0.002971,0.002971,0.002971
286,1407.09,0.72684,0.59313,1.17612,0.89263,0.71921,0.83697,0.62614,0.93161,0.80711,1.43467,0.00294625,0.00294625,0.00294625
287,1411.29,0.75312,0.6039,1.20415,0.89829,0.73356,0.84598,0.64105,0.92238,0.77797,1.40961,0.0029215,0.0029215,0.0029215
288,1417.55,0.70726,0.57533,1.15454,0.89625,0.74727,0.84673,0.63612,0.94051,0.79315,1.41939,0.00289675,0.00289675,0.00289675
289,1422.01,0.73648,0.60538,1.18582,0.86428,0.7474,0.85801,0.64867,0.92318,0.75403,1.40075,0.002872,0.002872,0.002872
290,1426.53,0.71592,0.60712,1.17033,0.86723,0.79108,0.86585,0.65083,0.91697,0.74528,1.39638,0.00284725,0.00284725,0.00284725
291,1432.36,0.72924,0.60451,1.18478,0.84581,0.77823,0.86213,0.65242,0.92728,0.76369,1.4024,0.0028225,0.0028225,0.0028225
292,1437.11,0.71249,0.59357,1.17341,0.87691,0.78893,0.86557,0.65717,0.91594,0.74893,1.4055,0.00279775,0.00279775,0.00279775
293,1441.38,0.71796,0.58813,1.18883,0.87202,0.79239,0.86373,0.64945,0.93524,0.74735,1.41561,0.002773,0.002773,0.002773
294,1447.41,0.73616,0.58834,1.16972,0.87249,0.805,0.87287,0.6625,0.91545,0.73428,1.41361,0.00274825,0.00274825,0.00274825
295,1452.62,0.72898,0.61631,1.19671,0.90766,0.77509,0.86878,0.65592,0.92531,0.73356,1.42649,0.0027235,0.0027235,0.0027235
296,1456.79,0.72209,0.58543,1.17237,0.91911,0.7474,0.86776,0.6649,0.91182,0.74291,1.40316,0.00269875,0.00269875,0.00269875
297,1462.38,0.71391,0.59088,1.15989,0.903,0.7731,0.87123,0.66403,0.903,0.73494,1.38494,0.002674,0.002674,0.002674
298,1467.18,0.73088,0.60318,1.20656,0.87116,0.78893,0.86391,0.6676,0.89064,0.75465,1.38224,0.00264925,0.00264925,0.00264925
299,1471.49,0.73392,0.60122,1.19407,0.91028,0.76471,0.86821,0.66604,0.89794,0.74237,1.39575,0.0026245,0.0026245,0.0026245
300,1476.77,0.71,0.58826,1.173,0.88962,0.79239,0.8673,0.66411,0.89551,0.73186,1.38781,0.00259975,0.00259975,0.00259975
301,1482.46,0.72625,0.6115,1.18358,0.88676,0.79585,0.8675,0.66611,0.89139,0.71902,1.38835,0.002575,0.002575,0.002575
302,1486.92,0.72472,0.58078,1.17839,0.89802,0.78893,0.87608,0.6714,0.8853,0.7044,1.38101,0.00255025,0.00255025,0.00255025
303,1492.77,0.70962,0.59391,1.17128,0.91839,0.78893,0.88047,0.67139,0.8805,0.69188,1.38189,0.0025255,0.0025255,0.0025255
304,1497.72,0.71102,0.59204,1.16653,0.91781,0.77276,0.875,0.65607,0.90616,0.73243,1.39108,0.00250075,0.00250075,0.00250075
305,1502.09,0.74559,0.59677,1.19468,0.87552,0.75442,0.85131,0.6489,0.907,0.75486,1.40296,0.002476,0.002476,0.002476
306,1507.13,0.74307,0.59587,1.1873,0.9012,0.75752,0.86314,0.65198,0.92192,0.74573,1.40076,0.00245125,0.00245125,0.00245125
307,1512.63,0.68999,0.57551,1.15362,0.91704,0.69896,0.82126,0.61781,0.95733,0.83102,1.43909,0.0024265,0.0024265,0.0024265
308,1517.05,0.68839,0.57761,1.17124,0.92607,0.76125,0.86774,0.66458,0.87385,0.76458,1.3772,0.00240175,0.00240175,0.00240175
309,1522.31,0.69469,0.57461,1.15813,0.89802,0.72664,0.83203,0.63212,0.91582,0.82458,1.41382,0.002377,0.002377,0.002377
310,1527.51,0.70501,0.58753,1.17175,0.90637,0.76817,0.86856,0.66545,0.88184,0.72935,1.38901,0.00235225,0.00235225,0.00235225
311,1531.88,0.69554,0.5765,1.16022,0.90976,0.76744,0.86336,0.64321,0.93283,0.76256,1.42384,0.0023275,0.0023275,0.0023275
312,1536.59,0.69279,0.57693,1.16715,0.90221,0.75087,0.86255,0.65874,0.91124,0.72725,1.41584,0.00230275,0.00230275,0.00230275
313,1542.49,0.72899,0.59991,1.183,0.87806,0.74745,0.85138,0.64722,0.93146,0.74472,1.42931,0.002278,0.002278,0.002278
314,1546.54,0.71045,0.6008,1.18191,0.87799,0.74702,0.83662,0.62197,0.9573,0.79595,1.4469,0.00225325,0.00225325,0.00225325
315,1551.07,0.69543,0.57474,1.15766,0.8829,0.75661,0.85304,0.65392,0.90307,0.74978,1.40448,0.0022285,0.0022285,0.0022285
316,1557.07,0.70743,0.58917,1.16727,0.898,0.76155,0.86182,0.65869,0.90193,0.74431,1.39318,0.00220375,0.00220375,0.00220375
317,1561.27,0.69768,0.56843,1.16138,0.87985,0.75433,0.84378,0.6475,0.92329,0.77653,1.41819,0.002179,0.002179,0.002179
318,1565.79,0.69498,0.57524,1.16958,0.91887,0.76471,0.8722,0.66534,0.88851,0.70884,1.38501,0.00215425,0.00215425,0.00215425
319,1571.97,0.70865,0.57294,1.16474,0.94109,0.77163,0.87752,0.66859,0.8808,0.7077,1.37882,0.0021295,0.0021295,0.0021295
320,1576.42,0.71291,0.5761,1.16187,0.92829,0.74394,0.8571,0.64517,0.94132,0.78503,1.41609,0.00210475,0.00210475,0.00210475
321,1581.08,0.69801,0.57974,1.16317,0.89196,0.79931,0.8614,0.6498,0.92464,0.76592,1.40917,0.00208,0.00208,0.00208
322,1587.28,0.70654,0.58756,1.16558,0.89188,0.78547,0.86576,0.65668,0.91768,0.74971,1.4158,0.00205525,0.00205525,0.00205525
323,1591.76,0.69645,0.58277,1.15469,0.8811,0.79585,0.86516,0.65484,0.89953,0.73689,1.40837,0.0020305,0.0020305,0.0020305
324,1596.14,0.69223,0.57263,1.15786,0.91616,0.74394,0.85038,0.64433,0.90899,0.77023,1.41536,0.00200575,0.00200575,0.00200575
325,1602.22,0.70648,0.57959,1.16336,0.89278,0.77789,0.85612,0.65238,0.89926,0.77069,1.41143,0.001981,0.001981,0.001981
326,1606.65,0.71419,0.58186,1.16903,0.91768,0.7715,0.87173,0.6667,0.88205,0.72596,1.39819,0.00195625,0.00195625,0.00195625
327,1611.16,0.68027,0.56816,1.15159,0.88913,0.80471,0.87727,0.67177,0.88621,0.70156,1.404,0.0019315,0.0019315,0.0019315
328,1617.05,0.67414,0.56028,1.15236,0.86228,0.80623,0.86172,0.66374,0.88312,0.73315,1.39797,0.00190675,0.00190675,0.00190675
329,1621.88,0.69413,0.5651,1.14938,0.90412,0.78306,0.8694,0.66226,0.89018,0.72183,1.40033,0.001882,0.001882,0.001882
330,1626.05,0.67959,0.55458,1.14301,0.90942,0.79898,0.87628,0.666,0.89149,0.71325,1.39067,0.00185725,0.00185725,0.00185725
331,1632.3,0.73274,0.58502,1.17772,0.90642,0.79931,0.88126,0.6708,0.88548,0.69784,1.39675,0.0018325,0.0018325,0.0018325
332,1636.7,0.68535,0.55565,1.16218,0.89836,0.76456,0.85582,0.64616,0.9014,0.77188,1.41715,0.00180775,0.00180775,0.00180775
333,1641.07,0.69904,0.57115,1.15922,0.89503,0.76711,0.84979,0.64894,0.89181,0.76164,1.40057,0.001783,0.001783,0.001783
334,1646.42,0.66537,0.54589,1.1426,0.88445,0.76471,0.84216,0.64943,0.90168,0.7909,1.39906,0.00175825,0.00175825,0.00175825
335,1651.5,0.68813,0.55671,1.14936,0.88266,0.76817,0.84468,0.64863,0.87869,0.77659,1.38847,0.0017335,0.0017335,0.0017335
336,1655.79,0.7027,0.57164,1.16476,0.84811,0.79216,0.85693,0.666,0.86765,0.73805,1.37225,0.00170875,0.00170875,0.00170875
337,1660.96,0.68333,0.56378,1.14705,0.91715,0.72779,0.85329,0.64996,0.89474,0.75087,1.38981,0.001684,0.001684,0.001684
338,1666.45,0.66576,0.53897,1.13678,0.87385,0.76705,0.85153,0.65417,0.89492,0.75723,1.3986,0.00165925,0.00165925,0.00165925
339,1670.66,0.68109,0.55488,1.15093,0.91392,0.78893,0.86921,0.67319,0.88386,0.71196,1.3934,0.0016345,0.0016345,0.0016345
340,1675.86,0.64826,0.54248,1.11495,0.89878,0.81661,0.87817,0.68245,0.85318,0.68589,1.3845,0.00160975,0.00160975,0.00160975
341,1681.19,0.68286,0.56167,1.14387,0.89078,0.7902,0.86445,0.65535,0.88396,0.73593,1.40313,0.001585,0.001585,0.001585
342,1685.62,0.67837,0.55919,1.14875,0.8884,0.79885,0.87317,0.67186,0.85138,0.70847,1.38688,0.00156025,0.00156025,0.00156025
343,1690.08,0.68747,0.56661,1.14476,0.86939,0.80616,0.87074,0.67132,0.86035,0.70891,1.38293,0.0015355,0.0015355,0.0015355
344,1696.05,0.69776,0.56557,1.15395,0.92352,0.75214,0.8513,0.65065,0.89195,0.77945,1.38757,0.00151075,0.00151075,0.00151075
345,1700.34,0.68468,0.5567,1.14149,0.88335,0.78611,0.85163,0.64698,0.89683,0.78213,1.39019,0.001486,0.001486,0.001486
346,1704.72,0.6668,0.54864,1.13922,0.86151,0.77492,0.83142,0.62511,0.92207,0.8166,1.40873,0.00146125,0.00146125,0.00146125
347,1710.92,0.68716,0.55844,1.15594,0.88017,0.77509,0.85238,0.65743,0.86638,0.75833,1.37793,0.0014365,0.0014365,0.0014365
348,1715.48,0.6881,0.57177,1.14248,0.90176,0.79931,0.87643,0.67408,0.85853,0.71933,1.37244,0.00141175,0.00141175,0.00141175
349,1719.66,0.6603,0.54885,1.13962,0.91848,0.77976,0.87725,0.6774,0.85134,0.69484,1.3755,0.001387,0.001387,0.001387
350,1725.57,0.66229,0.53974,1.13902,0.88597,0.80653,0.87653,0.67829,0.86147,0.69755,1.38453,0.00136225,0.00136225,0.00136225
351,1729.94,0.67841,0.56162,1.15147,0.89805,0.78547,0.87122,0.66461,0.88103,0.7247,1.40288,0.0013375,0.0013375,0.0013375
352,1734.28,0.67997,0.55316,1.13809,0.85853,0.82353,0.87528,0.66798,0.88038,0.71646,1.4045,0.00131275,0.00131275,0.00131275
353,1739.73,0.67753,0.55247,1.15075,0.9165,0.75957,0.86832,0.66204,0.90082,0.72043,1.40805,0.001288,0.001288,0.001288
354,1744.46,0.66971,0.53946,1.14429,0.92756,0.76125,0.8636,0.66331,0.8847,0.70895,1.39394,0.00126325,0.00126325,0.00126325
355,1749.2,0.70552,0.5687,1.16096,0.91308,0.7474,0.84975,0.64575,0.90522,0.75257,1.41644,0.0012385,0.0012385,0.0012385
356,1754.63,0.68418,0.55304,1.13808,0.87218,0.77917,0.85211,0.65195,0.88515,0.74102,1.40071,0.00121375,0.00121375,0.00121375
357,1760.04,0.67472,0.55941,1.15169,0.8981,0.76817,0.86848,0.66142,0.87437,0.72559,1.39331,0.001189,0.001189,0.001189
358,1764.31,0.67597,0.55422,1.15561,0.91051,0.78201,0.87454,0.6716,0.86591,0.70192,1.39202,0.00116425,0.00116425,0.00116425
359,1769.38,0.67775,0.56317,1.14598,0.9143,0.79585,0.8758,0.67606,0.85408,0.70026,1.38769,0.0011395,0.0011395,0.0011395
360,1774.87,0.67067,0.5542,1.14262,0.90865,0.78547,0.8731,0.66734,0.8824,0.72328,1.39275,0.00111475,0.00111475,0.00111475
361,1779.07,0.6722,0.54983,1.13331,0.91167,0.79239,0.86895,0.66557,0.87829,0.71696,1.39213,0.00109,0.00109,0.00109
362,1783.79,0.66627,0.54391,1.13201,0.91392,0.77509,0.86438,0.66697,0.86529,0.71192,1.38313,0.00106525,0.00106525,0.00106525
363,1789.66,0.63901,0.51237,1.11696,0.89345,0.7834,0.86542,0.66642,0.86915,0.72126,1.38943,0.0010405,0.0010405,0.0010405
364,1793.82,0.65867,0.55627,1.14466,0.89294,0.79585,0.86744,0.67354,0.87333,0.70409,1.39799,0.00101575,0.00101575,0.00101575
365,1797.97,0.64972,0.53841,1.12208,0.89796,0.79239,0.87896,0.67674,0.86054,0.69827,1.37937,0.000991,0.000991,0.000991
366,1804.12,0.67934,0.55561,1.14295,0.88555,0.80323,0.87973,0.67299,0.88264,0.71397,1.38965,0.00096625,0.00096625,0.00096625
367,1808.5,0.66109,0.54898,1.14272,0.91556,0.78792,0.8717,0.66943,0.87474,0.72541,1.38217,0.0009415,0.0009415,0.0009415
368,1813.35,0.67319,0.55717,1.13443,0.91011,0.80577,0.87903,0.67975,0.85498,0.70497,1.37086,0.00091675,0.00091675,0.00091675
